id	filename	md5	size	state
9f1c581d-42a9-4067-8b91-5d309457b5e8	9f1c581d-42a9-4067-8b91-5d309457b5e8/aac03db2-1e90-4c0e-9094-4df06abeb84d.rna_seq.augmented_star_gene_counts.tsv	afec85b38f09563a0aca66cd9d133375	4219664	validated
a14f02d4-6d07-409d-af7a-5d5f23640ad6	a14f02d4-6d07-409d-af7a-5d5f23640ad6/56081bb7-480c-446f-9e21-41627df3b569.rna_seq.augmented_star_gene_counts.tsv	2e1a8ae5832ddda9dbc8ed7f12addd27	4242102	validated
a43e0f24-382c-431f-9bdb-94b3fa5c52a1	a43e0f24-382c-431f-9bdb-94b3fa5c52a1/597af330-73d5-4905-803e-56d744ab723d.rna_seq.augmented_star_gene_counts.tsv	f098a29f5ad3a6da88dd05b9f1425632	4252227	validated
a62db40f-4e4f-496c-84ed-ab9500b89757	a62db40f-4e4f-496c-84ed-ab9500b89757/cd271741-c470-4f57-9873-635fef14f902.rna_seq.augmented_star_gene_counts.tsv	0181ebe0b8f91a84d55e9fdcc8a2448b	4218941	validated
a912206f-60e9-4564-9d84-db9c3ee75343	a912206f-60e9-4564-9d84-db9c3ee75343/99c5c1c4-851a-42a4-b5a2-dd9da2959343.rna_seq.augmented_star_gene_counts.tsv	7e1f4be8d5e825666e9bd0339b72fdf5	4264297	validated
ac9d6b6d-37e9-44ca-9f70-0e6351c39341	ac9d6b6d-37e9-44ca-9f70-0e6351c39341/2f00871b-1c4a-4fe9-94f6-42493fd95841.rna_seq.augmented_star_gene_counts.tsv	0c72a81086b0947e78e52aa3804c42d8	4221147	validated
ad62355a-f287-49b2-84a9-64c0f5847c20	ad62355a-f287-49b2-84a9-64c0f5847c20/6a8d149a-963f-4e36-a031-aef7b057452b.rna_seq.augmented_star_gene_counts.tsv	6c2ac387fa4b1419c300853fecabbaa9	4224921	validated
af2c7fc6-003d-4c41-bba5-95a005699a57	af2c7fc6-003d-4c41-bba5-95a005699a57/f74d61fe-042f-4cfc-a32b-380389629951.rna_seq.augmented_star_gene_counts.tsv	e41a5b485cbcff3bfed013b31c63a340	4240829	validated
b5b3c685-304f-4279-904a-c86c18f61576	b5b3c685-304f-4279-904a-c86c18f61576/f8a3b631-5140-45d0-8732-cb556d5f83b2.rna_seq.augmented_star_gene_counts.tsv	3a64a19aa379e81bd5c3bc4e64693b9b	4221925	validated
b6c69243-9731-4578-b037-ac997cbdc7dc	b6c69243-9731-4578-b037-ac997cbdc7dc/2306a9ab-37ae-4dfd-b992-4f62022c3d4c.rna_seq.augmented_star_gene_counts.tsv	b50857213b4d430cfd349ff5b717b473	4244236	validated
ba8aebd8-07de-46c0-a28f-b2408c36f07f	ba8aebd8-07de-46c0-a28f-b2408c36f07f/77b82c3f-e20c-4e3b-a55c-08af359bbb6e.rna_seq.augmented_star_gene_counts.tsv	d1590f85d1f41250edf7dd5f7518ddfb	4248160	validated
bd98b566-f179-4be8-8b4d-672149eedcba	bd98b566-f179-4be8-8b4d-672149eedcba/32ff57d1-3fde-461b-be45-e49365149543.rna_seq.augmented_star_gene_counts.tsv	075f0060beef3ee005d1a66e0975602c	4226192	validated
bfecde55-3ed3-4977-899b-d7c22b6df15b	bfecde55-3ed3-4977-899b-d7c22b6df15b/b7f9da49-2a09-4f32-af6c-980ccf75250b.rna_seq.augmented_star_gene_counts.tsv	239eea2e924502ba36ce92b9e8d0a04b	4235711	validated
